path	sentence	age	gender	accents
common_voice_en_36951323.mp3	Restricted breathing, joint stiffness, and heart disease are also common.	25-year-old	male	American
common_voice_en_32883407.mp3	See your email client to check your emails have been sent correctly	15-year-old	male	American
common_voice_en_32883443.mp3	He remained in the Air Force Reserve after retiring from active duty.	15-year-old	male	American
common_voice_en_32913737.mp3	A variant name is Planters.	15-year-old	male	American
common_voice_en_33605761.mp3	She wrote on it.	15-year-old	male	American
common_voice_en_35309000.mp3	This was the beginning of a five fight losing streak for Byrd.	15-year-old	male	American
common_voice_en_35309001.mp3	Its capital was Moundou.	15-year-old	male	American
common_voice_en_35309006.mp3	Looker also played for the New England Patriots and Detroit Lions.	15-year-old	male	American
common_voice_en_35309008.mp3	He regards Barack Obama as an incredible president.	15-year-old	male	American
common_voice_en_22930179.mp3	Versions of the song by various artists exist.	25-year-old	male	British
common_voice_en_35761379.mp3	Whalley took up fell running as a result.	25-year-old	male	American
common_voice_en_31962927.mp3	The jaws extend past the eye.	25-year-old	male	Hong Kong
common_voice_en_39416320.mp3	A larger church was built instead to accommodate the rising numbers of pilgrims.	35-year-old	male	American
common_voice_en_20005341.mp3	Both resolutions failed in votes that split along the Governors' party lines.	25-year-old	male	American
common_voice_en_133629.mp3	A fine bunch of reporters.	25-year-old	female	British
common_voice_en_133630.mp3	You haven't seen anything yet.	25-year-old	female	British
common_voice_en_26110329.mp3	We bought a chicken at the market.	25-year-old	male	British
common_voice_en_25880669.mp3	The building was dismantled by removing the original wooden pins from the timber frame.	25-year-old	male	American
common_voice_en_30696149.mp3	The Metropolitan Police implemented the recommendation.	25-year-old	male	American
common_voice_en_30696151.mp3	The climate is generally Mediterranean type.	25-year-old	male	American
common_voice_en_30696153.mp3	It is centred on the town of Leixlip.	25-year-old	male	American
common_voice_en_40175290.mp3	Before his acting career, Thomas played rugby.	35-year-old	male	Thai
common_voice_en_40175291.mp3	According to tradition, a session of the Synod of Diamper was conducted in Edapally.	35-year-old	male	Thai
common_voice_en_40869109.mp3	There is a police station on the main road.	25-year-old	female	American
common_voice_en_32308796.mp3	The elections promised in the pact never occurred.	15-year-old	male	Hong Kong
common_voice_en_32308797.mp3	The white flower petals are long.	15-year-old	male	Hong Kong
common_voice_en_32734223.mp3	Bartlett Springs is near the head of Bartlett Creek.	35-year-old	male	American
common_voice_en_32734225.mp3	Radebaugh began playing basketball at the age of five.	35-year-old	male	American
common_voice_en_32734227.mp3	Another passenger in the car was also seriously injured.	35-year-old	male	American
common_voice_en_32734228.mp3	The first office was in the basement of the Presbyterian Church’s university campus ministry.	35-year-old	male	American
common_voice_en_19951089.mp3	He has also made three solo albums.	65-year-old	male	American
common_voice_en_41633126.mp3	Coeburn has many mountains and hills.	35-year-old	female	American
common_voice_en_41633160.mp3	Natural England was involved and supports the works undertaken.	35-year-old	female	American
common_voice_en_35582637.mp3	Bass Strait forms the western and part of the northern boundaries.	25-year-old	female	American
common_voice_en_35582639.mp3	The Board rejected the application both times.	25-year-old	female	American
common_voice_en_35582640.mp3	A coach yard was located west of Spadina Avenue.	25-year-old	female	American
common_voice_en_204775.mp3	The relief on her face showed that she understood.	45-year-old	male	British
common_voice_en_20009601.mp3	He was later appointed Queen's Counsel.	55-year-old	male	Australian
common_voice_en_25234746.mp3	The Freeport sports teams are known as the Yellow Jackets.	25-year-old	male	British
common_voice_en_33266087.mp3	Round Top is listed on the Sierra Peaks Section peak list.	25-year-old	male	American
common_voice_en_33266088.mp3	The manuscript is now held by the British Library.	25-year-old	male	American
common_voice_en_33266089.mp3	Will Commando be able to prevent the attack and save the country?	25-year-old	male	American
common_voice_en_33266091.mp3	They also allowed effective communication between strategic areas.	25-year-old	male	American
common_voice_en_33985575.mp3	She took part in the October Revolution and the Russian Civil War.	25-year-old	male	American
common_voice_en_33985577.mp3	The game was only released in Europe.	25-year-old	male	American
common_voice_en_33985578.mp3	He joined the Marine Raiders and was soon promoted to First Lieutenant.	25-year-old	male	American
common_voice_en_26031218.mp3	To have a reed in the spine, what a makeshift source!	65-year-old	male	American
common_voice_en_35324672.mp3	Aru does not believe her.	35-year-old	male	Canadian
common_voice_en_35324674.mp3	The other end of the line terminates in downtown Dallas.	35-year-old	male	Canadian
common_voice_en_38271139.mp3	It completely screwed with my perception of what rock music is.	55-year-old	male	Canadian
common_voice_en_25313898.mp3	As technology progressed, it became clear that the default skybox had severe disadvantages.	15-year-old	male	American
common_voice_en_19679781.mp3	As a young goalkeeper, Lucas started his career at Preston North End.	35-year-old	male	British
common_voice_en_37983184.mp3	The respondent becomes committed to this proposition when he gives any direct answer.	25-year-old	female	American
common_voice_en_37983186.mp3	He suspects foul play, and his investigations lead him around various states of Europe.	25-year-old	female	American
common_voice_en_37983187.mp3	The collection was put into storage and has not been publicly displayed.	25-year-old	female	American
common_voice_en_37983188.mp3	I mean, where's the walrus?	25-year-old	female	American
common_voice_en_38865706.mp3	According to Koschorke, Martin supported colonial expansion.	45-year-old	male	American
common_voice_en_36383319.mp3	The Executive power was wielded by the Governor-General of the Philippines.	45-year-old	male	American
common_voice_en_36383320.mp3	He studied law, and was admitted to the bar at Petersburg.	45-year-old	male	American
common_voice_en_36383321.mp3	He is also an Ada programming language expert.	45-year-old	male	American
common_voice_en_38113456.mp3	The Nasty Boys have a reputation of being very stiff with their opponents.	55-year-old	male	Canadian
common_voice_en_34321811.mp3	The area includes steep forestry land where dogs have been regularly rescued.	25-year-old	male	American
common_voice_en_34321812.mp3	He was replaced before the end of the month by Jess Cox.	25-year-old	male	American
common_voice_en_34321814.mp3	The season was abandoned after four rounds were played.	25-year-old	male	American
common_voice_en_34321817.mp3	Water used during production is sourced from Loch Katrine in the nearby Trossachs area.	25-year-old	male	American
common_voice_en_19685807.mp3	Beginning south of Aniak Lake, the river generally flows north.	45-year-old	male	American
common_voice_en_30546617.mp3	It is bordered to the west by the town of Steuben.	25-year-old	male	Malaysian
common_voice_en_38243824.mp3	This diurnal activity pattern may be contributed to predation patterns.	35-year-old	female	Australian
common_voice_en_38243825.mp3	Tungsten and depleted uranium alloys are often used as the penetrator material.	35-year-old	female	Australian
common_voice_en_38243826.mp3	In addition, nozzles called sweeps provide the moving effects, swaying side-to-side.	35-year-old	female	Australian
common_voice_en_37475745.mp3	India and Israel have also embarked on extensive space cooperation.	35-year-old	male	Canadian
common_voice_en_37475749.mp3	Pretz comes in a few varieties and three sizes: Regular, Kid's, and Giant.	35-year-old	male	Canadian
common_voice_en_22839886.mp3	The cock is at the Fest of his career.	25-year-old	male	American
common_voice_en_29890301.mp3	His father used to play Dholak at Radio Pakistan Hyderabad.	25-year-old	male	American
common_voice_en_29890302.mp3	He left Charlotte to take over as president of the Nuggets.	25-year-old	male	American
common_voice_en_29890304.mp3	They were then drawn away to Wigan Athletic in the second round.	25-year-old	male	American
common_voice_en_38150251.mp3	From Nashkel onwards, the Amnish soldiers keep guard.	25-year-old	male	Welsh
common_voice_en_38150253.mp3	The next day Loughman appointed the members of his government.	25-year-old	male	Welsh
common_voice_en_38150254.mp3	The next day, Hughes' fleet was spotted approaching the port.	25-year-old	male	Welsh
common_voice_en_32311201.mp3	She is president of the Society for Historians of American Foreign Relations.	25-year-old	male	American
common_voice_en_32311207.mp3	The rachis (leaf axis) is round or slightly flattened.	25-year-old	male	American
common_voice_en_38590715.mp3	Nevertheless, they too have sheets on the movable corners of their square sails.	45-year-old	male	American
common_voice_en_23768988.mp3	He played his final years out at Swansea Town and Bristol City.	25-year-old	male	British
common_voice_en_37864407.mp3	Rolling, vegetated sand dunes were formed by the last retreat of the glaciers.	35-year-old	male	American
common_voice_en_37864408.mp3	The precise text of the Gazette, for this creation reads Viscount of Launceston.	35-year-old	male	American
common_voice_en_37864410.mp3	She has five grandchildren.	35-year-old	male	American
common_voice_en_32650353.mp3	Flowering occurs from November to December or January.	45-year-old	male	American
common_voice_en_32650354.mp3	Her publications include	45-year-old	male	American
common_voice_en_32650358.mp3	It is the remake of the Tamil serial Roja.	45-year-old	male	American
common_voice_en_17503.mp3	Songs are made to make you feel.	25-year-old	male	American
common_voice_en_39257448.mp3	After five years of unsuccessful prospecting, he turned to writing.	25-year-old	male	American
common_voice_en_30750963.mp3	Buses run regularly from Newcastle upon Tyne and the surrounding areas.	35-year-old	female	British
common_voice_en_30750967.mp3	Babel started playing tennis at five years old after practicing on the Nintendo Wii.	35-year-old	female	British
common_voice_en_30750969.mp3	It was also known as Le notti di Lucrezia Borgia and Nights of Temptation.	35-year-old	female	British
common_voice_en_30750970.mp3	During the last years of his life he attained several prestigious commissions and positions.	35-year-old	female	British
common_voice_en_25282243.mp3	McIntosh attacked the camp at noon.	35-year-old	male	American
common_voice_en_32408793.mp3	With the barges working on the New York State Canal System with five tugboats.	25-year-old	male	Canadian
common_voice_en_32408794.mp3	They were members of the Milwaukee Catholic Church.	25-year-old	male	Canadian
common_voice_en_32408796.mp3	His most familiar works are street scenes from inside the Casbah.	25-year-old	male	Canadian
common_voice_en_32092488.mp3	The primary election will be held in June.	25-year-old	male	American
common_voice_en_32865842.mp3	Nick Pivetta started for Boston and Zack Greinke started for Houston.	55-year-old	female	American
common_voice_en_32865843.mp3	Stanley Colliery was also nearby.	55-year-old	female	American
common_voice_en_31948408.mp3	Some of the flats were developed by the Company itself.	25-year-old	male	British
common_voice_en_31948413.mp3	It covers naval conflict during the Pacific War.	25-year-old	male	British
common_voice_en_36612799.mp3	Historically, this branch of the Grey family was seated at Ruthyn Castle in Wales.	15-year-old	male	American
common_voice_en_189607.mp3	An old black man, playing a guitar on the sidewalk.	25-year-old	male	American
common_voice_en_25591210.mp3	Their mixed-race children married into the Dutch and later English communities.	25-year-old	male	American
common_voice_en_30601809.mp3	They have not returned since then.	25-year-old	male	American
common_voice_en_30601810.mp3	The leaves are arranged in the opposite way.	25-year-old	male	American
common_voice_en_30601813.mp3	Ivy further released her new single Barbies Know Know with Dany Lee.	25-year-old	male	American
common_voice_en_30121828.mp3	The clan later changed its allegiance to the Northern Court and the Ashikaga shogunate.	25-year-old	female	British
common_voice_en_30121830.mp3	He started to act in Swedish theatre for many years.	25-year-old	female	British
common_voice_en_30121833.mp3	She studies public health and the social determinants of health.	25-year-old	female	British
common_voice_en_19618786.mp3	Only when a raven landed on his shoulder was Lugaid convinced he was dead.	25-year-old	male	British
common_voice_en_29540104.mp3	His continuing influence is felt in the work of his many pupils.	25-year-old	female	British
common_voice_en_37800528.mp3	Ex-Town player Ronnie Jepson, appointed on the same day, became his assistant.	15-year-old	male	American
common_voice_en_37800531.mp3	When we finally met, I realized I hadn't actually seen him in three years.	15-year-old	male	American
common_voice_en_37309793.mp3	A vast majority of General Trias residents are Roman Catholics.	25-year-old	male	British
common_voice_en_34842722.mp3	Andre climbs out of the water and Angela climbs out after him.	25-year-old	female	Canadian
common_voice_en_34842724.mp3	That process has gone on.	25-year-old	female	Canadian
common_voice_en_34842725.mp3	The regiment served in the Puerto Rico campaign.	25-year-old	female	Canadian
common_voice_en_34842726.mp3	Its meat is marketed fresh.	25-year-old	female	Canadian
common_voice_en_31427730.mp3	She was the first female Honorary Secretary of the Ghana Medical Association.	25-year-old	female	American
common_voice_en_31427732.mp3	Harinder was born and bred in Kuala Lumpur Malaysia.	25-year-old	female	American
common_voice_en_31427736.mp3	They finished first in the south division of the Patriot League.	25-year-old	female	American
common_voice_en_31427737.mp3	The mourning process curtailed his work for almost two years.	25-year-old	female	American
common_voice_en_30504741.mp3	Style.	55-year-old	male	Canadian
common_voice_en_30504742.mp3	Rasetti introduced them to painting on ceramics.	55-year-old	male	Canadian
common_voice_en_30504743.mp3	He was soon promoted to rank of Lieutenant Colonel.	55-year-old	male	Canadian
common_voice_en_30504744.mp3	He also directed the advertising agency Tiempo.	55-year-old	male	Canadian
common_voice_en_37469769.mp3	Clearly that means something.	25-year-old	male	American
common_voice_en_37469802.mp3	The galley is located amidships on the starboard side.	25-year-old	male	American
common_voice_en_31576091.mp3	Riseley is an Australian accountant and businessman.	25-year-old	male	American
common_voice_en_31576096.mp3	The temple was made with andesite stone as building material.	25-year-old	male	American
common_voice_en_31576097.mp3	Their sons unite together and avenge the death of their family.	25-year-old	male	American
common_voice_en_38267257.mp3	Ezekiel charges the king of Tyre with claiming to be a god.	35-year-old	male	American
common_voice_en_38267258.mp3	The celebration of Passover is traditionally associated with the spirit of freedom and independence.	35-year-old	male	American
common_voice_en_38267259.mp3	What this means is that I can never come out to anyone.	35-year-old	male	American
common_voice_en_19714465.mp3	He was seen as an idealistic, but also polarizing politician.	35-year-old	male	American
common_voice_en_31756128.mp3	The head coach was Lute Olson.	25-year-old	female	American
common_voice_en_31647840.mp3	He then studied Sciences at Oxford University specialising in Chemistry.	25-year-old	female	Hong Kong
common_voice_en_31647841.mp3	It can be propagated by seed or by cuttings.	25-year-old	female	Hong Kong
common_voice_en_31647845.mp3	Moon is the oldest of three children born to Michelle Moon.	25-year-old	female	Hong Kong
common_voice_en_32125521.mp3	She has written for various dance publications.	15-year-old	male	American
common_voice_en_32125523.mp3	The film principal photography on the same day.	15-year-old	male	American
common_voice_en_32125526.mp3	The race was won by defending champion Pascal Ackermann of Germany.	15-year-old	male	American
common_voice_en_34288688.mp3	All games were contested at Cyclones Arena.	25-year-old	male	American
common_voice_en_34288690.mp3	The song was included in both the Protestant and the Catholic hymnals.	25-year-old	male	American
common_voice_en_34288692.mp3	It took four years to build.	25-year-old	male	American
common_voice_en_36518860.mp3	A frequent need to urinate at night is called nocturia.	25-year-old	male	German
common_voice_en_36518861.mp3	After his retirement from politics he became actively involved in the voluntary sector.	25-year-old	male	German
common_voice_en_36518862.mp3	Linebacker Daryl Richardson was selected as the Defensive Player of the Game.	25-year-old	male	German
common_voice_en_32365269.mp3	It was replaced by Love of My Life in its timeslot.	45-year-old	male	American
common_voice_en_32365270.mp3	Some terms are only used in some regions.	45-year-old	male	American
common_voice_en_32365272.mp3	The Packers finished in first place in the Eastern Division.	45-year-old	male	American
common_voice_en_32321232.mp3	The cemetery was designed by Sir Edwin Lutyens and William Harrison Cowlishaw.	25-year-old	male	British
common_voice_en_44123688.mp3	Blackburn had extensive experience acting in the soap opera genre.	65-year-old	female	American
common_voice_en_44123689.mp3	The exact rules for the handicap trophy have changed over the years.	65-year-old	female	American
common_voice_en_19933842.mp3	Moussaieff was born and raised in the Bukharan Quarter of Jerusalem.	25-year-old	male	British
common_voice_en_32440515.mp3	Edmund Kayser was born in Bavaria.	55-year-old	male	American
common_voice_en_32440518.mp3	Two branch lines (Pinghu–Nanshan railway and Pinghu–Yantian railway) start here.	55-year-old	male	American
common_voice_en_32440519.mp3	The village was hopeful that the land issue would be resolved in its favour.	55-year-old	male	American
common_voice_en_38170549.mp3	Research areas in theoretical physics concentrate around quantum field theory including the string theory.	15-year-old	male	American
common_voice_en_38170565.mp3	Despite this, Auseklis is often referred to as being very young.	15-year-old	male	American
common_voice_en_39594152.mp3	It is hepatically metabolised to inactive compounds which are excreted in the urine.	45-year-old	male	American
common_voice_en_39594153.mp3	Generally, employers are willing to pay higher wages to employ better workers.	45-year-old	male	American
common_voice_en_39594154.mp3	I am trapped in this box.	45-year-old	male	American
common_voice_en_39594156.mp3	They find solutions for common problems and concerns.	45-year-old	male	American
common_voice_en_25282.mp3	They represent millions of voters!	35-year-old	male	American
common_voice_en_25283.mp3	Will it still be warm nineteen hours from now in Pennsylvania	35-year-old	male	American
common_voice_en_31095680.mp3	Scrambling is also required on both ridges.	15-year-old	male	American
common_voice_en_31095681.mp3	Twelve National Guard members were killed while only one guerrilla was slightly wounded.	15-year-old	male	American
common_voice_en_31095682.mp3	Very little primary forest is left on Grand Cayman.	15-year-old	male	American
common_voice_en_31095684.mp3	The design is well suited for cabinet making and hammering in small nails.	15-year-old	male	American
common_voice_en_19695366.mp3	Each collar bears red bendlets from the arms of the Byrons.	25-year-old	male	American
common_voice_en_19636264.mp3	Mirsky declared it a piece of sheer play, almost sheer nonsense.	15-year-old	male	American
common_voice_en_19713885.mp3	She had no children and was not married at the time of her death.	25-year-old	male	American
common_voice_en_23750960.mp3	A rough correspondence between the awards of the two systems is shown below.	35-year-old	female	American
common_voice_en_37462977.mp3	Advance parole can come on a letter-sized piece of paper titled Authorization for Parole.	25-year-old	female	American
common_voice_en_37463055.mp3	This allows the tunnel to connect to the existing railway line through Larvik.	25-year-old	female	American
common_voice_en_22959171.mp3	The oldest member of the course was Alma Fabritius, who stayed for four months.	15-year-old	male	Australian
common_voice_en_25651207.mp3	Democracies also cannot annihilate conquered aliens, but also have the fastest assimilation rate.	25-year-old	male	American
common_voice_en_19752421.mp3	The initial dark print was used as a work copy or proof print.	35-year-old	female	Canadian
common_voice_en_25138358.mp3	The move sparked classified meetings within the Department of Defense.	15-year-old	male	Canadian
common_voice_en_40172781.mp3	This sum is called a Chebyshev series or a Chebyshev expansion.	35-year-old	male	Australian
common_voice_en_40172783.mp3	Most fields are allowed to lie fallow every fourth or fifth year.	35-year-old	male	Australian
common_voice_en_40172785.mp3	Millions of Berbers immigrated to France and other parts of Western Europe.	35-year-old	male	Australian
common_voice_en_19624806.mp3	The low-speed steering for a given radius of turn is called Ackermann steer.	45-year-old	male	American
common_voice_en_19624807.mp3	“Isn’t it just like a palace?” whispered Erin.	45-year-old	male	American
common_voice_en_9125655.mp3	A new renumeration scheme has been announced by the government.	25-year-old	male	British
common_voice_en_27642203.mp3	They also define the transport protocol, including protocol activation and data-exchange methods.	35-year-old	male	American
common_voice_en_20250740.mp3	The Medlycott family's land agent was a Captain Pratt.	65-year-old	female	British
common_voice_en_19732445.mp3	Ballard was an All-American at Mount Union College.	35-year-old	female	British
common_voice_en_26645970.mp3	This theory is called the endosymbiotic theory.	35-year-old	male	American
common_voice_en_35116708.mp3	Hoffman retained Wesley Westbrook as the warden of Cook County Jail.	15-year-old	male	Canadian
common_voice_en_35116709.mp3	In the past, radial velocity variations have been reported, but this remains unconfirmed.	15-year-old	male	Canadian
common_voice_en_35116710.mp3	The conservative Senate proved hostile to much of Labor's economic program.	15-year-old	male	Canadian
common_voice_en_35116711.mp3	It is one of the longest continually published mini comics in existence.	15-year-old	male	Canadian
common_voice_en_35116712.mp3	In return for French funding and assistance, Henry was promised lands in western Germany.	15-year-old	male	Canadian
common_voice_en_27640197.mp3	If an increased amount of starter is required, simply add new dough.	35-year-old	male	American
common_voice_en_19595554.mp3	Young's Point gets its name from the founders of the village.	35-year-old	female	American
common_voice_en_32153352.mp3	His most notable painting is The Allegory of the Holy Communion.	65-year-old	female	American
common_voice_en_32153356.mp3	The journal focuses on disseminating the latest findings in all facets of electronic commerce.	65-year-old	female	American
common_voice_en_32153359.mp3	It also features guest appearances by Chris Stapleton and Ben Burgess.	65-year-old	female	American
common_voice_en_32153361.mp3	The hard exterior is grey to whitish with four shell plates.	65-year-old	female	American
common_voice_en_23344305.mp3	Lastly, there was the game's eponymous main character.	45-year-old	male	American
common_voice_en_31005683.mp3	The recreation center has been transformed today into the Peaceful Valley Community Center.	25-year-old	male	American
common_voice_en_31005687.mp3	Sisley painted several snowy views of Marly and nearby Louveciennes.	25-year-old	male	American
common_voice_en_31005691.mp3	A flat body prevents it from being swept away by the current.	25-year-old	male	American
common_voice_en_19669420.mp3	Bathalumang Ether granted Hagorn a second life as part of their agreement.	65-year-old	female	American
common_voice_en_25084543.mp3	The band tours extensively throughout the world.	35-year-old	male	American
common_voice_en_25200065.mp3	At the beginning, a short descriptive scene is displayed.	25-year-old	male	American
common_voice_en_31000917.mp3	Tuscany was added to the main championship as the sixth region.	25-year-old	male	American
common_voice_en_31000918.mp3	Tondela of the Portuguese Primeira Liga.	25-year-old	male	American
common_voice_en_31001017.mp3	This is one of the few places where the endangered snow leopard lives.	25-year-old	male	American
common_voice_en_31001019.mp3	This access is limited to weekdays during business hours in spring and summer.	25-year-old	male	American
common_voice_en_19673899.mp3	It was added to gravies to give a richer taste and aroma.	35-year-old	female	British
common_voice_en_19673903.mp3	But I'm trying to become better.	35-year-old	female	British
common_voice_en_32813152.mp3	The song was initially popularised in Britain by music hall star Fred Barnes.	35-year-old	male	American
common_voice_en_32813156.mp3	Afterwards he became emeritus.	35-year-old	male	American
common_voice_en_32813159.mp3	The monastery is constructed with stone and mud masonry.	35-year-old	male	American
common_voice_en_32813164.mp3	The king had long sought an excuse to reprimand his adjutant.	35-year-old	male	American
common_voice_en_19674348.mp3	However, message attachments will be lost in the conversion to Thunderbird.	45-year-old	male	British
common_voice_en_25244023.mp3	They have ventured into producing short films under the umbrella of the Neo-Futurist aesthetic.	25-year-old	male	American
common_voice_en_31811017.mp3	Over the course of the franchise several timetable changes are expected to be made.	45-year-old	male	American
common_voice_en_31811018.mp3	Each Tehsil comprises certain numbers of union councils.	45-year-old	male	American
common_voice_en_31811019.mp3	Shevtsov is the nearest rural locality.	45-year-old	male	American
common_voice_en_31811021.mp3	The duo had previously operated the business Eat Here Now Fresh Local Food together.	45-year-old	male	American
common_voice_en_528628.mp3	It registers to save locations and jump to them quickly later.	35-year-old	male	American
common_voice_en_24015545.mp3	Terms of the transaction were not disclosed.	45-year-old	male	American
common_voice_en_19350719.mp3	Today, Fgura has one of the highest population densities in the country.	25-year-old	male	British
common_voice_en_19350720.mp3	The result has been labeled simply as Martin Music.	25-year-old	male	British
common_voice_en_34897397.mp3	There is a collectors market for hood ornaments and car mascots.	35-year-old	male	American
common_voice_en_34897399.mp3	These are the Archibald MacLeish Collection and the Archibald MacLeish Collection Addition.	35-year-old	male	American
common_voice_en_34897400.mp3	In the regional language it translated as Swans Island.	35-year-old	male	American
common_voice_en_34897401.mp3	He acted as mentor and supporter of the young Michael Faraday.	35-year-old	male	American
common_voice_en_25243379.mp3	This has been seen in both in humans and mice.	25-year-old	male	American
common_voice_en_19127458.mp3	The construction of the dam was highly controversial.	45-year-old	male	Australian
common_voice_en_19733186.mp3	He conducted and orchestrated a recording of Jascha Heifetz, the legendary violinist.	65-year-old	female	American
common_voice_en_27653452.mp3	This notion includes mapping class groups via their actions on curve complexes.	45-year-old	male	Filipino
common_voice_en_32764846.mp3	Records therefore show he was not credited for appearing in the match.	35-year-old	male	American
common_voice_en_32764847.mp3	By the final part of the nineteenth century her work had been largely forgotten.	35-year-old	male	American
common_voice_en_32764849.mp3	Each of these rotundas has eight windows.	35-year-old	male	American
common_voice_en_32764850.mp3	A vast mausoleum was raised in her honor.	35-year-old	male	American
common_voice_en_32764852.mp3	He is the current national record holder in both decathlon and heptathlon.	35-year-old	male	American
common_voice_en_19952011.mp3	They live in New York City with their two sons, Aaron and Benjamin.	15-year-old	male	British
common_voice_en_19620314.mp3	Kettlesing Felliscliffe Community Primary School is in Kettlesing.	35-year-old	female	Canadian
common_voice_en_31182821.mp3	The election process will be continued from the previous nominations filed.	25-year-old	male	American
common_voice_en_31182822.mp3	All songs composed by Leon Russell.	25-year-old	male	American
common_voice_en_31182823.mp3	Williamson later faced formal investigation and suspension.	25-year-old	male	American
